Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['computational phantoms', 'in vivo measurements', 'radionuclides', 'tissues', 'worker', 'precise geometric representation', 'scanning data', 'computed tomography', 'brightness', 'graphical user interface', 'computation phantoms', 'calibration', 'in vivo measurement systems', 'signal', 'detector', 'individual voxels', 'memory demand', 'calculational speed', 'plastic', 'magnetic resonance imaging scanning information', 'anatomy', 'low energy gamma ray emitting sources', 'actinides', 'software', 'automatic creation']","['graphical user interface', 'computational phantoms', 'Monte Carlo calculations', 'data analysis', 'in vivo measurements', 'radionuclides', 'tissues', 'segmentation', 'voxels', 'coupling', 'low energy emitters', 'biological tissues', 'computed tomography', 'magnetic resonance imaging', 'scanning information']",0.4,0.24,0.3,25,15
"['mobile manipulator', 'imaging system', 'bridge crack inspection', 'automation', 'eyesight inspection', 'parallel cameras', 'charge coupled devices']","['mobile manipulator imaging system', 'bridge crack inspection', 'CCD cameras', 'four-axis manipulator system', 'center of gravity', 'revolve smoothly', 'experiments', 'useful for bridge crack inspections']",0.125,0.14285714285714285,0.13333333333333333,7,8
"['safe problem', 'mn locks', 'linear equations', 'modulo 2 residue class']","['solution', 'safe problem', 'modulo 2 residue class', 'linear equations', '']",0.6,0.75,0.6666666666666665,4,5
"['wireless markup language', 'hypertext markup language', 'mobile phone', 'communication cost', 'readability']","['intelligent WAP site management system', 'wireless communications', 'WML', 'HTML', 'WAP users', 'mobile phone screens', 'relevance', 'experiments', 'performance']",0.0,0.0,0,5,9
"['plane strain theory', 'transversely isotropic bodies', 'inverse method', 'polynomials', 'loading conditions', 'piezoelectric cantilever actuator', 'density distribution profile', 'piezoelectric material']","['density functionally gradient piezoelectric cantilever', 'plane strain theory', 'transversely isotropic bodies', 'inverse method', 'Airy stress function method', 'polynomials', 'stress and induction functions', 'loading conditions', 'tip deflection', 'blocking force', 'piezoelectric cantilever actuator', 'density distribution profile', 'piezoelectric material']",0.6153846153846154,1.0,0.761904761904762,8,13
"['minterms', 'decomposition clone', 'disjunctive decomposition', 'partial functions']","['Boolean functions', 'decomposition', 'q-partitions', 'minterms', 'decomposition clone', 'simple disjunctive decomposition', 'partial functions']",0.42857142857142855,0.75,0.5454545454545454,4,7
"['building management systems', 'questionnaire survey', 'user perceptions', 'ease of use', 'compatibility', 'voluntariness']","['user acceptance', 'building management systems', 'BMS', 'questionnaire survey', 'technology acceptance', 'ease of use', 'compatibility', 'perceived ease of use', 'user perceptions', 'voluntariness']",0.6,1.0,0.7499999999999999,6,10
"['optimal control problems', 'distributed systems', 'elliptic equations', 'conjugate conditions', 'quadratic minimized function', 'computational discretization schemes']","['computational finite-element schemes', 'optimal control', 'elliptic system', 'conjugate conditions', 'distributed systems', 'computational discretization', 'feasible control set', 'full Hilbert space', 'control', '']",0.2,0.3333333333333333,0.25,6,10
"['systemological analysis', 'formal system representation', 'axiomatics']","['systemological analysis', 'object-oriented design', 'formal system representation', 'axiomatics', 'calculus of systems', 'Node-Function-Object', 'NFO/UFO', 'CASE tools']",0.375,1.0,0.5454545454545454,3,8
"['electronic tendering', 'electronic government procurement system', 'internal procurement processes', 'vendor registration', 'certificate authorization', 'contract development tools', 'online bidding', 'online payment']","['electronic tendering', 'government procurement', 'electronic government procurement system', 'internet', 'vendor registration', 'certificate authorization', 'contract development tools', 'online bidding', 'online payment', 'information infrastructures']",0.7,0.875,0.7777777777777777,8,10
"['admissible measurement errors', 'fuzzy information', 'informative attributes', 'measurement error', 'fuzzy set theory']","['identification', 'complex systems', 'fuzzy information', 'fuzzy set theory', 'measurement errors', '']",0.3333333333333333,0.4,0.3636363636363636,5,6
"['linear algebraic equations', 'numerical system']","['linear algebraic equations', 'numerical system']",1.0,1.0,1.0,2,2
"['building management systems', 'facilities management systems', 'database integration', 'software development technology', 'open control network']","['BMS', 'FMS', 'Internet', 'intranet', 'Web-based', 'database integration', 'Internet protocols', 'infrastructures', 'DCOM', 'open control networks', 'interconnecting', 'local networks']",0.08333333333333333,0.2,0.11764705882352941,5,12
"['collective dose calculations', 'facility operations', 'public', 'electronic population data resources', 'personal computer']","['geographic information system', 'electronic population data resources', 'personal computer', 'collective dose', 'facility operations']",0.6,0.6,0.6,5,5
['accelerated simulation'],"['simulation', 'availability', 'non-Markovian systems', 'steady-state availability', 'repair']",0.0,0.0,0,1,5
"['programming', 'descriptive process', 'intensional concept', 'bipolar function', 'bipole level']","['programming', 'descriptological foundations', 'constructed', 'explication', 'intensional concept', 'bipolar function', 'introduction', 'extraction', 'abstraction', 'operations']",0.3,0.6,0.4,5,10
"['linear constraints', 'set of natural numbers', 'strict inequations', 'nonstrict inequations', 'minimal generating sets']","['compatibility', 'systems of linear constraints', 'natural numbers', 'Diophantine equations', 'strict inequations', 'nonstrict inequations', 'minimal set of solutions', 'algorithms', 'mixed types']",0.2222222222222222,0.4,0.2857142857142857,5,9
"['recurring issues', 'changing practices']","['literature', 'acquiring', 'out-of-print', 'materials', 'libraries', 'issues', 'practices', 'issues', 'gaps', 'collections', 'weak', 'strong', 'new courses', 'new programs', 'entire new libraries', '']",0.0,0.0,0,2,16
['pseudofuzzy quantities'],"['fuzzy Bayesian inference', 'fuzzy data', 'pseudofuzzy quantities', 'modus-ponens rule', 'fuzzy Bayesian method', '']",0.16666666666666666,1.0,0.2857142857142857,1,6
